GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADKXE001,ADKXE002,ADKXE003,ADKXE004,ADKXE005,ADKXE006,ADKXE007,ADKXE008,ADKXE009,ADKXE010,NAME_M,ADKXM001,ADKXM002,ADKXM003,ADKXM004,ADKXM005,ADKXM006,ADKXM007,ADKXM008,ADKXM009,ADKXM010
"G2102090","2011-2015",,,"Kentucky","21","Scott County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Kentucky",50178,44455,2602,86,441,0,1340,1254,132,1122,"Scott County, Kentucky",0,197,226,63,115,27,228,273,92,245
"G2102110","2011-2015",,,"Kentucky","21","Shelby County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Kentucky",44290,38406,3208,25,495,0,1225,931,122,809,"Shelby County, Kentucky",0,424,291,29,158,24,436,302,114,286
"G2102130","2011-2015",,,"Kentucky","21","Simpson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Kentucky",17704,15227,1834,74,34,0,176,359,85,274,"Simpson County, Kentucky",0,73,161,79,30,18,84,164,53,146
"G2102150","2011-2015",,,"Kentucky","21","Spencer County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Kentucky",17577,16885,262,49,71,0,18,292,14,278,"Spencer County, Kentucky",0,77,121,48,82,18,37,125,22,122
"G2102170","2011-2015",,,"Kentucky","21","Taylor County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Kentucky",24993,22948,1002,20,230,0,51,742,28,714,"Taylor County, Kentucky",0,95,192,32,162,21,33,208,40,199
"G2102190","2011-2015",,,"Kentucky","21","Todd County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, Kentucky",12524,10748,1059,6,6,0,523,182,3,179,"Todd County, Kentucky",0,111,69,11,9,18,112,68,11,66
"G2102210","2011-2015",,,"Kentucky","21","Trigg County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trigg County, Kentucky",14250,12809,1253,0,77,0,0,111,18,93,"Trigg County, Kentucky",0,8,119,18,76,18,18,96,29,84
"G2102230","2011-2015",,,"Kentucky","21","Trimble County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trimble County, Kentucky",8783,8700,0,4,1,0,33,45,0,45,"Trimble County, Kentucky",0,56,16,6,3,16,41,33,16,33
"G2102250","2011-2015",,,"Kentucky","21","Union County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Kentucky",15138,12801,1959,17,24,0,6,331,0,331,"Union County, Kentucky",0,49,121,22,25,18,11,142,18,142
"G2102270","2011-2015",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Kentucky",118950,97667,11151,412,3646,187,3609,2278,283,1995,"Warren County, Kentucky",0,432,404,159,213,197,509,468,175,430
"G2102290","2011-2015",,,"Kentucky","21","Washington County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kentucky",11910,10657,704,12,23,0,234,280,60,220,"Washington County, Kentucky",0,112,102,21,27,18,111,116,65,103
"G2102310","2011-2015",,,"Kentucky","21","Wayne County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Kentucky",20655,19554,461,10,6,13,317,294,3,291,"Wayne County, Kentucky",0,122,102,19,11,22,197,173,6,174
"G2102330","2011-2015",,,"Kentucky","21","Webster County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Kentucky",13357,12299,593,24,4,0,180,257,48,209,"Webster County, Kentucky",0,94,104,27,11,18,91,107,38,104
"G2102350","2011-2015",,,"Kentucky","21","Whitley County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Kentucky",35794,34589,324,60,128,8,150,535,34,501,"Whitley County, Kentucky",0,98,86,52,112,14,82,139,28,147
"G2102370","2011-2015",,,"Kentucky","21","Wolfe County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wolfe County, Kentucky",7261,7175,26,20,0,0,14,26,0,26,"Wolfe County, Kentucky",0,49,23,22,16,16,22,30,16,30
"G2102390","2011-2015",,,"Kentucky","21","Woodford County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Kentucky",25317,22709,1186,14,53,11,751,593,51,542,"Woodford County, Kentucky",0,379,131,10,25,13,378,145,60,138
"G2200010","2011-2015",,,"Louisiana","22","Acadia Parish","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acadia Parish, Louisiana",62163,49092,10838,97,121,119,622,1274,54,1220,"Acadia Parish, Louisiana",0,312,410,86,109,164,318,360,57,362
"G2200030","2011-2015",,,"Louisiana","22","Allen Parish","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen Parish, Louisiana",25653,18598,5135,554,208,0,188,970,275,695,"Allen Parish, Louisiana",0,130,290,107,29,22,79,231,145,204
"G2200050","2011-2015",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",114738,85182,25109,136,1017,0,508,2786,32,2754,"Ascension Parish, Louisiana",0,256,652,121,301,28,276,734,52,722
"G2200070","2011-2015",,,"Louisiana","22","Assumption Parish","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption Parish, Louisiana",23057,15682,6885,149,52,0,112,177,8,169,"Assumption Parish, Louisiana",0,106,126,37,53,22,101,107,16,104
"G2200090","2011-2015",,,"Louisiana","22","Avoyelles Parish","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avoyelles Parish, Louisiana",41389,27741,12336,497,234,41,114,426,29,397,"Avoyelles Parish, Louisiana",0,99,177,64,75,65,90,195,44,205
"G2200110","2011-2015",,,"Louisiana","22","Beauregard Parish","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beauregard Parish, Louisiana",36259,29780,4777,369,222,3,201,907,22,885,"Beauregard Parish, Louisiana",0,155,141,100,84,5,113,175,19,173
"G2200130","2011-2015",,,"Louisiana","22","Bienville Parish","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bienville Parish, Louisiana",13977,7771,5863,14,1,0,154,174,76,98,"Bienville Parish, Louisiana",0,89,156,16,2,19,138,109,98,51
"G2200150","2011-2015",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bossier Parish, Louisiana",123403,89130,26316,855,1820,140,2273,2869,391,2478,"Bossier Parish, Louisiana",0,624,353,209,227,47,569,516,202,480
"G2200170","2011-2015",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caddo Parish, Louisiana",254742,121892,122121,997,3069,97,2519,4047,1086,2961,"Caddo Parish, Louisiana",0,564,550,224,222,73,607,719,510,522
"G2200190","2011-2015",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calcasieu Parish, Louisiana",195887,138693,48781,687,2576,7,1009,4134,350,3784,"Calcasieu Parish, Louisiana",0,390,655,194,160,11,386,666,166,644
"G2200210","2011-2015",,,"Louisiana","22","Caldwell Parish","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell Parish, Louisiana",9990,8121,1755,29,14,0,0,71,8,63,"Caldwell Parish, Louisiana",0,25,76,31,24,17,17,58,15,58
"G2200230","2011-2015",,,"Louisiana","22","Cameron Parish","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cameron Parish, Louisiana",6706,6339,207,0,22,0,128,10,0,10,"Cameron Parish, Louisiana",0,219,144,17,36,17,136,16,17,16
"G2200250","2011-2015",,,"Louisiana","22","Catahoula Parish","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catahoula Parish, Louisiana",10247,6794,3326,11,4,0,9,103,43,60,"Catahoula Parish, Louisiana",0,44,66,15,8,19,11,58,37,47
"G2200270","2011-2015",,,"Louisiana","22","Claiborne Parish","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne Parish, Louisiana",16639,7742,8347,86,5,5,45,409,51,358,"Claiborne Parish, Louisiana",0,55,130,50,8,8,42,164,71,143
"G2200290","2011-2015",,,"Louisiana","22","Concordia Parish","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concordia Parish, Louisiana",20449,11837,8430,18,30,23,40,71,2,69,"Concordia Parish, Louisiana",0,46,70,25,39,25,43,43,3,43
"G2200310","2011-2015",,,"Louisiana","22","De Soto Parish","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Soto Parish, Louisiana",26965,15663,10246,211,80,13,284,468,123,345,"De Soto Parish, Louisiana",0,90,160,89,24,22,153,184,89,151
"G2200330","2011-2015",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Baton Rouge Parish, Louisiana",444690,216303,202484,741,14258,133,3785,6986,482,6504,"East Baton Rouge Parish, Louisiana",0,879,789,227,334,28,885,757,208,739
"G2200350","2011-2015",,,"Louisiana","22","East Carroll Parish","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Carroll Parish, Louisiana",7501,2156,5229,0,12,0,12,92,18,74,"East Carroll Parish, Louisiana",0,157,157,17,19,17,21,65,26,63
"G2200370","2011-2015",,,"Louisiana","22","East Feliciana Parish","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Feliciana Parish, Louisiana",19855,10671,8917,52,18,0,32,165,0,165,"East Feliciana Parish, Louisiana",0,55,77,27,28,19,46,70,19,70
"G2200390","2011-2015",,,"Louisiana","22","Evangeline Parish","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evangeline Parish, Louisiana",33768,23125,9408,68,23,0,558,586,55,531,"Evangeline Parish, Louisiana",0,318,220,49,22,25,383,240,99,213
"G2200410","2011-2015",,,"Louisiana","22","Franklin Parish","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin Parish, Louisiana",20550,13614,6724,0,13,0,0,199,0,199,"Franklin Parish, Louisiana",0,59,197,22,17,22,22,190,22,190
"G2200430","2011-2015",,,"Louisiana","22","Grant Parish","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant Parish, Louisiana",22362,17891,3218,251,19,19,350,614,273,341,"Grant Parish, Louisiana",0,241,232,90,20,27,147,145,131,104
"G2200450","2011-2015",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberia Parish, Louisiana",73938,46055,23236,239,1987,0,549,1872,72,1800,"Iberia Parish, Louisiana",0,329,401,226,154,28,245,459,60,449
"G2200470","2011-2015",,,"Louisiana","22","Iberville Parish","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberville Parish, Louisiana",33229,16462,15999,120,20,0,98,530,0,530,"Iberville Parish, Louisiana",0,117,269,89,19,25,105,247,25,247
"G2200490","2011-2015",,,"Louisiana","22","Jackson Parish","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson Parish, Louisiana",16109,10948,4860,29,28,0,177,67,0,67,"Jackson Parish, Louisiana",0,142,63,27,30,19,142,35,19,35
"G2200510","2011-2015",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Parish, Louisiana",435092,277834,115240,1837,18101,184,13242,8654,1236,7418,"Jefferson Parish, Louisiana",0,1618,1047,345,357,28,1453,1043,317,1009
"G2200530","2011-2015",,,"Louisiana","22","Jefferson Davis Parish","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Davis Parish, Louisiana",31434,25068,5390,244,105,0,107,520,0,520,"Jefferson Davis Parish, Louisiana",0,145,175,120,40,25,81,194,25,194
"G2200550","2011-2015",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette Parish, Louisiana",231811,161932,59539,460,3619,3,1471,4787,416,4371,"Lafayette Parish, Louisiana",0,603,700,114,349,6,439,707,240,693
"G2200570","2011-2015",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafourche Parish, Louisiana",97474,77533,13015,2200,793,0,1557,2376,142,2234,"Lafourche Parish, Louisiana",0,484,359,280,93,28,474,508,134,488
"G2200590","2011-2015",,,"Louisiana","22","LaSalle Parish","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle Parish, Louisiana",14899,12943,1671,104,8,12,23,138,0,138,"LaSalle Parish, Louisiana",0,142,149,61,10,16,19,67,19,67
"G2200610","2011-2015",,,"Louisiana","22","Lincoln Parish","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln Parish, Louisiana",47349,25740,19365,71,848,0,500,825,102,723,"Lincoln Parish, Louisiana",0,264,337,34,59,25,261,324,85,330
"G2200630","2011-2015",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston Parish, Louisiana",133949,121884,8234,380,546,0,1223,1682,305,1377,"Livingston Parish, Louisiana",0,399,188,224,184,28,399,374,222,354
"G2200650","2011-2015",,,"Louisiana","22","Madison Parish","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison Parish, Louisiana",11873,4296,7358,37,9,0,83,90,0,90,"Madison Parish, Louisiana",0,63,104,42,15,19,63,94,19,94
"G2200670","2011-2015",,,"Louisiana","22","Morehouse Parish","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morehouse Parish, Louisiana",27012,13616,12774,30,69,0,172,351,84,267,"Morehouse Parish, Louisiana",0,103,246,31,60,22,169,212,104,177
"G2200690","2011-2015",,,"Louisiana","22","Natchitoches Parish","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Natchitoches Parish, Louisiana",39330,21532,15921,470,221,0,370,816,34,782,"Natchitoches Parish, Louisiana",0,99,229,128,48,25,152,252,31,250
"G2200710","2011-2015",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans Parish, Louisiana",376738,129195,224306,855,11388,102,5210,5682,801,4881,"Orleans Parish, Louisiana",0,659,649,228,218,64,733,603,231,525
"G2200730","2011-2015",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita Parish, Louisiana",155769,93627,58060,409,1400,12,747,1514,149,1365,"Ouachita Parish, Louisiana",0,302,375,98,187,19,258,443,102,433
"G2200750","2011-2015",,,"Louisiana","22","Plaquemines Parish","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plaquemines Parish, Louisiana",23599,16342,4940,272,776,0,515,754,81,673,"Plaquemines Parish, Louisiana",0,338,153,133,128,22,296,220,100,192
"G2200770","2011-2015",,,"Louisiana","22","Pointe Coupee Parish","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pointe Coupee Parish, Louisiana",22498,13961,8077,54,72,0,153,181,13,168,"Pointe Coupee Parish, Louisiana",0,127,87,24,38,22,125,102,18,99
"G2200790","2011-2015",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapides Parish, Louisiana",132225,84683,42339,746,2013,58,294,2092,270,1822,"Rapides Parish, Louisiana",0,278,325,188,95,73,154,358,228,285
"G2200810","2011-2015",,,"Louisiana","22","Red River Parish","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red River Parish, Louisiana",8838,5187,3446,16,7,6,37,139,17,122,"Red River Parish, Louisiana",0,43,60,9,11,11,40,65,26,59
"G2200830","2011-2015",,,"Louisiana","22","Richland Parish","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland Parish, Louisiana",20777,12978,7506,10,36,4,98,145,0,145,"Richland Parish, Louisiana",0,103,86,22,48,9,105,72,22,72
"G2200850","2011-2015",,,"Louisiana","22","Sabine Parish","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabine Parish, Louisiana",24248,17087,4061,1976,99,14,110,901,44,857,"Sabine Parish, Louisiana",0,128,104,150,10,16,70,190,27,190
"G2200870","2011-2015",,,"Louisiana","22","St. Bernard Parish","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Bernard Parish, Louisiana",42858,30949,9237,154,972,0,469,1077,156,921,"St. Bernard Parish, Louisiana",0,378,302,142,120,25,283,319,109,303
"G2200890","2011-2015",,,"Louisiana","22","St. Charles Parish","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Charles Parish, Louisiana",52639,37152,13867,104,582,15,357,562,10,552,"St. Charles Parish, Louisiana",0,200,196,73,44,24,190,178,20,178
"G2200910","2011-2015",,,"Louisiana","22","St. Helena Parish","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Helena Parish, Louisiana",10818,4821,5699,134,0,0,1,163,0,163,"St. Helena Parish, Louisiana",0,26,225,205,19,19,3,94,19,94
"G2200930","2011-2015",,,"Louisiana","22","St. James Parish","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. James Parish, Louisiana",21650,10537,10893,28,12,0,51,129,61,68,"St. James Parish, Louisiana",0,93,95,35,20,22,69,77,61,52
"G2200950","2011-2015",,,"Louisiana","22","St. John the Baptist Parish","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. John the Baptist Parish, Louisiana",44161,18573,23999,30,210,120,435,794,243,551,"St. John the Baptist Parish, Louisiana",0,306,321,50,104,184,198,270,152,231
"G2200970","2011-2015",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Landry Parish, Louisiana",83613,47127,34172,60,328,0,402,1524,165,1359,"St. Landry Parish, Louisiana",0,291,308,59,90,28,218,362,96,325
"G2200990","2011-2015",,,"Louisiana","22","St. Martin Parish","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Martin Parish, Louisiana",53126,34977,15801,448,549,15,393,943,26,917,"St. Martin Parish, Louisiana",0,250,376,197,28,23,249,375,35,376
"G2201010","2011-2015",,,"Louisiana","22","St. Mary Parish","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Mary Parish, Louisiana",53441,32014,16636,760,869,0,1079,2083,214,1869,"St. Mary Parish, Louisiana",0,341,330,162,85,28,335,412,194,366
"G2201030","2011-2015",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Tammany Parish, Louisiana",242960,203440,28542,1019,3775,45,1790,4349,480,3869,"St. Tammany Parish, Louisiana",0,676,584,246,221,39,506,871,425,725
"G2201050","2011-2015",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tangipahoa Parish, Louisiana",125486,84190,37289,354,961,18,455,2219,210,2009,"Tangipahoa Parish, Louisiana",0,296,458,209,115,27,245,509,96,486
"G2201070","2011-2015",,,"Louisiana","22","Tensas Parish","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tensas Parish, Louisiana",4893,2092,2763,0,0,0,28,10,0,10,"Tensas Parish, Louisiana",0,32,22,12,12,12,30,16,12,16
"G2201090","2011-2015",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",112742,80307,20896,6205,1030,325,877,3102,151,2951,"Terrebonne Parish, Louisiana",0,549,575,423,177,330,443,592,124,569
"G2201110","2011-2015",,,"Louisiana","22","Union Parish","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union Parish, Louisiana",22533,16065,5835,19,42,43,268,261,25,236,"Union Parish, Louisiana",0,215,199,35,44,43,203,199,32,199
"G2201130","2011-2015",,,"Louisiana","22","Vermilion Parish","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion Parish, Louisiana",59110,47938,8358,334,1234,0,181,1065,30,1035,"Vermilion Parish, Louisiana",0,206,331,42,120,28,141,401,38,400
"G2201150","2011-2015",,,"Louisiana","22","Vernon Parish","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vernon Parish, Louisiana",52476,40395,7487,665,901,228,683,2117,208,1909,"Vernon Parish, Louisiana",0,261,246,116,100,4,178,282,109,257
"G2201170","2011-2015",,,"Louisiana","22","Washington Parish","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington Parish, Louisiana",46556,31437,14028,84,96,7,86,818,35,783,"Washington Parish, Louisiana",0,134,269,63,60,12,71,296,30,299
"G2201190","2011-2015",,,"Louisiana","22","Webster Parish","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster Parish, Louisiana",40617,25817,13942,197,137,13,74,437,86,351,"Webster Parish, Louisiana",0,158,130,77,57,20,53,125,70,103
"G2201210","2011-2015",,,"Louisiana","22","West Baton Rouge Parish","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Baton Rouge Parish, Louisiana",24669,14740,9328,61,141,0,142,257,2,255,"West Baton Rouge Parish, Louisiana",0,123,191,43,18,22,125,199,5,199
"G2201230","2011-2015",,,"Louisiana","22","West Carroll Parish","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Carroll Parish, Louisiana",11454,9346,1917,21,10,0,72,88,0,88,"West Carroll Parish, Louisiana",0,86,54,24,12,19,84,54,19,54
"G2201250","2011-2015",,,"Louisiana","22","West Feliciana Parish","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Feliciana Parish, Louisiana",15415,8155,7047,53,6,0,39,115,31,84,"West Feliciana Parish, Louisiana",0,35,82,38,10,19,32,70,44,55
"G2201270","2011-2015",,,"Louisiana","22","Winn Parish","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winn Parish, Louisiana",14855,9746,4838,127,0,0,34,110,4,106,"Winn Parish, Louisiana",0,45,72,78,19,19,26,100,8,99
"G2300010","2011-2015",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Androscoggin County, Maine",107393,99303,1516,136,861,2,300,5275,156,5119,"Androscoggin County, Maine",0,222,290,76,132,3,124,315,87,312
"G2300030","2011-2015",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aroostook County, Maine",70005,66705,520,1091,348,2,156,1183,107,1076,"Aroostook County, Maine",0,93,85,135,70,4,74,183,46,185
"G2300050","2011-2015",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Maine",286119,264682,7608,589,5970,29,1006,6235,203,6032,"Cumberland County, Maine",0,421,451,198,400,30,376,597,109,596
"G2300070","2011-2015",,,"Maine","23","Franklin County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Maine",30402,29499,134,121,143,23,52,430,12,418,"Franklin County, Maine",0,52,47,50,27,24,50,75,11,74
"G2300090","2011-2015",,,"Maine","23","Hancock County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Maine",54658,52831,263,216,492,23,41,792,7,785,"Hancock County, Maine",0,40,71,70,71,28,29,120,15,116
"G2300110","2011-2015",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennebec County, Maine",121112,116275,957,827,934,15,492,1612,22,1590,"Kennebec County, Maine",0,202,158,161,229,19,198,315,24,310
"G2300130","2011-2015",,,"Maine","23","Knox County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Maine",39723,38412,270,131,262,0,43,605,63,542,"Knox County, Maine",0,65,40,49,30,20,30,95,46,81
"G2300150","2011-2015",,,"Maine","23","Lincoln County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Maine",34156,33246,40,164,396,0,5,305,0,305,"Lincoln County, Maine",0,6,39,72,99,20,5,133,20,133
"G2300170","2011-2015",,,"Maine","23","Oxford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxford County, Maine",57421,55599,232,278,358,0,90,864,6,858,"Oxford County, Maine",0,71,55,113,87,22,65,150,8,150
"G2300190","2011-2015",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Penobscot County, Maine",153437,146073,1267,1681,1687,27,243,2459,82,2377,"Penobscot County, Maine",0,150,125,162,187,21,115,263,50,255
"G2300210","2011-2015",,,"Maine","23","Piscataquis County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piscataquis County, Maine",17156,16568,64,55,80,0,55,334,24,310,"Piscataquis County, Maine",0,34,42,31,49,15,30,78,20,71
"G2300230","2011-2015",,,"Maine","23","Sagadahoc County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sagadahoc County, Maine",35092,33661,257,105,250,0,50,769,30,739,"Sagadahoc County, Maine",0,100,136,58,65,20,48,154,38,149
"G2300250","2011-2015",,,"Maine","23","Somerset County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, Maine",51577,50010,168,218,155,20,24,982,27,955,"Somerset County, Maine",0,64,70,73,72,19,25,142,29,142
"G2300270","2011-2015",,,"Maine","23","Waldo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waldo County, Maine",38976,37767,195,94,246,2,103,569,14,555,"Waldo County, Maine",0,62,53,39,39,3,45,67,18,68
"G2300290","2011-2015",,,"Maine","23","Washington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Maine",32191,29497,180,1449,156,15,144,750,16,734,"Washington County, Maine",0,75,73,79,42,12,63,121,12,120
"G2300310","2011-2015",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Maine",199682,191898,1366,656,2252,29,347,3134,115,3019,"York County, Maine",0,315,182,166,289,26,175,494,87,481
"G2400010","2011-2015",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegany County, Maryland",73549,65160,5898,114,636,45,208,1488,73,1415,"Allegany County, Maryland",0,110,271,39,74,43,87,271,44,262
"G2400030","2011-2015",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anne Arundel County, Maryland",555280,414935,88130,1098,19832,384,11945,18956,1308,17648,"Anne Arundel County, Maryland",0,1582,1207,332,561,139,1629,1376,344,1369
"G2400050","2011-2015",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore County, Maryland",822959,521211,223152,2152,46439,421,8898,20686,2070,18616,"Baltimore County, Maryland",0,1238,1235,315,553,43,1114,1392,438,1428
